timestamp,open,high,low,close,volume,trade_count
2019-12-24 17:00:00,127.75,127.75,127.75,127.75,0.57401442,1
2019-12-24 19:00:00,127.31,127.31,127.31,127.31,1.00973816,1
2019-12-24 22:00:00,127.97,127.97,127.91,127.91,1.62919411,4
2019-12-25 01:00:00,126.87,126.87,125.84,125.84,4.10102905,4
2019-12-25 07:00:00,124.9,124.9,124.9,124.9,1.04319999,4
2019-12-25 10:00:00,125.45,125.45,124.52,124.52,2.87467717,3
2019-12-25 12:00:00,125.23,125.23,124.43,124.43,15.03118409,9
2019-12-25 13:00:00,124.34,124.47,124.21,124.21,6.50099815,7
2019-12-25 14:00:00,124.36,124.36,124.07,124.21,11.76026048,10
2019-12-25 15:00:00,124.05,124.05,124.05,124.05,1.56679305,1
2019-12-25 16:00:00,124.54,124.63,123.86,123.86,12.96210812,5
2019-12-25 17:00:00,123.88,124.44,123.88,124.44,0.19903367,2
2019-12-25 18:00:00,124.46,124.46,124.46,124.46,1.63391279,1
2019-12-25 20:00:00,125.81,126.1,125.8,125.89,28.07257345,10
2019-12-25 21:00:00,125.54,125.54,125.39,125.39,20.0,6
2019-12-25 22:00:00,125.52,125.52,125.49,125.49,1.70263649,2
2019-12-26 00:00:00,125.1,133.43,125.08,133.43,34.97566771,8
2019-12-26 01:00:00,124.91,125.1,124.91,125.1,10.53409074,4
2019-12-26 02:00:00,124.94,124.94,124.94,124.94,1.1073,2
2019-12-26 13:00:00,125.2,125.2,125.17,125.17,6.04527,7
2019-12-26 15:00:00,125.68,126.24,125.68,126.24,3.20207932,6
2019-12-26 16:00:00,126.03,127.96,126.03,127.96,7.00162727,5
2019-12-26 17:00:00,128.49,128.49,128.49,128.49,1.61411972,1
2019-12-26 18:00:00,128.56,128.56,128.56,128.56,0.20115121,1
2019-12-26 19:00:00,129.36,131.29,129.36,129.45,20.94543321,13
2019-12-26 20:00:00,128.26,128.26,128.03,128.03,1.80343745,2
2019-12-26 21:00:00,126.81,126.81,126.34,126.34,2.12868382,2
2019-12-26 22:00:00,126.19,126.19,124.54,124.54,5.98488758,11
2019-12-27 00:00:00,125.44,125.44,125.44,125.44,0.73724541,1
2019-12-27 02:00:00,125.83,126.2,125.83,126.2,1.71301973,2
2019-12-27 04:00:00,125.62,125.62,125.57,125.57,3.09215962,2
2019-12-27 05:00:00,125.44,125.64,125.24,125.64,3.60153392,3
2019-12-27 06:00:00,125.19,125.21,125.19,125.21,2.00001492,2
2019-12-27 07:00:00,124.85,125.11,124.3,124.75,120.57939275,75
2019-12-27 08:00:00,124.72,125.21,124.5,124.85,109.11502013,56
2019-12-27 09:00:00,124.82,124.82,124.67,124.67,1.54443256,4
2019-12-27 12:00:00,123.47,124.13,123.47,123.8,20.90082061,14
2019-12-27 13:00:00,125.75,125.75,124.47,124.66,6.85426674,9
2019-12-27 14:00:00,124.89,124.89,124.89,124.89,1.2,1
2019-12-27 15:00:00,124.94,126.23,124.94,126.23,17.34520331,6
2019-12-27 17:00:00,125.29,125.29,125.29,125.29,1.49595991,2
2019-12-27 18:00:00,125.5,125.5,125.5,125.5,1.66882461,1
2019-12-27 19:00:00,125.67,125.67,125.67,125.67,0.58304295,1
2019-12-27 20:00:00,125.4,125.4,125.39,125.39,8.21685,4
2019-12-27 21:00:00,125.77,125.77,125.77,125.77,0.7945,2
2019-12-27 22:00:00,126.21,126.21,126.18,126.18,9.56974331,6
2019-12-28 00:00:00,127.06,127.06,127.06,127.06,0.0453426,1
2019-12-28 02:00:00,127.79,127.79,127.22,127.22,2.11199557,2
2019-12-28 04:00:00,127.21,127.7,127.21,127.7,10.73700015,4
2019-12-28 05:00:00,127.61,127.61,127.61,127.61,1.65401997,1
2019-12-28 06:00:00,128.4,128.4,127.72,127.72,11.24412179,6
2019-12-28 07:00:00,127.78,128.05,127.78,128.05,4.59314953,3
2019-12-28 11:00:00,127.54,127.54,127.51,127.51,8.82785842,2
2019-12-28 14:00:00,127.58,127.58,127.58,127.58,3.90560041,1
2019-12-28 17:00:00,128.25,128.25,128.25,128.25,0.5,1
2019-12-28 18:00:00,129.65,129.65,128.83,128.83,4.40990277,5
2019-12-28 19:00:00,129.0,129.0,129.0,129.0,0.11540676,1
2019-12-29 00:00:00,128.0,128.0,128.0,128.0,1.61808982,1
2019-12-29 10:00:00,128.2,128.46,128.2,128.36,7.4686074,8
2019-12-29 11:00:00,128.79,137.78,128.79,137.78,98.69320054,9
2019-12-29 12:00:00,129.8,130.06,129.8,130.06,20.48052841,6
2019-12-29 14:00:00,131.72,131.72,131.25,131.25,2.53250063,3
2019-12-29 15:00:00,132.09,132.09,132.09,132.09,1.06702415,1
2019-12-29 16:00:00,132.34,132.88,132.34,132.88,2.99510312,3
2019-12-29 17:00:00,132.7,132.7,132.7,132.7,4.43710171,1
2019-12-29 18:00:00,133.67,133.67,133.67,133.67,0.2,1
2019-12-29 19:00:00,133.62,134.0,133.62,134.0,0.2604,2
2019-12-29 20:00:00,135.41,136.9,135.03,135.03,27.99670947,17
2019-12-29 21:00:00,133.92,134.14,133.15,133.15,7.0207055,10
2019-12-29 22:00:00,135.38,135.38,135.38,135.38,0.07,3
2019-12-29 23:00:00,135.11,135.28,135.11,135.28,1.85659089,2
2019-12-30 00:00:00,133.63,133.71,133.63,133.71,6.0,3
2019-12-30 02:00:00,134.33,134.33,134.33,134.33,5.0,2
2019-12-30 03:00:00,134.34,134.34,134.33,134.33,8.05197001,7
2019-12-30 04:00:00,134.62,134.62,134.62,134.62,7.45031546,1
2019-12-30 10:00:00,133.83,133.83,133.83,133.83,0.28644296,1
2019-12-30 11:00:00,133.38,133.45,133.38,133.45,8.75863757,4
2019-12-30 14:00:00,131.58,131.58,131.48,131.48,4.9928148,4
2019-12-30 15:00:00,130.84,131.21,130.28,130.41,121.52607086,94
2019-12-30 16:00:00,130.41,130.75,130.37,130.38,57.04512744,26
2019-12-30 17:00:00,131.28,131.39,131.28,131.36,40.54345417,8
2019-12-30 18:00:00,131.52,131.52,131.36,131.36,14.46985323,5
2019-12-30 19:00:00,131.46,131.71,131.46,131.71,14.26476535,4
2019-12-30 20:00:00,131.94,131.94,131.94,131.94,0.757,1
2019-12-30 21:00:00,131.89,131.91,130.34,130.34,56.93927091,8
2019-12-30 22:00:00,132.11,132.11,132.11,132.11,4.203,2
2019-12-31 00:00:00,131.68,131.68,131.34,131.34,5.27005818,4
2019-12-31 01:00:00,131.77,137.66,131.77,137.66,54.92671049,7
2019-12-31 04:00:00,131.22,131.22,131.22,131.22,2.07437999,4
2019-12-31 10:00:00,132.0,132.0,132.0,132.0,1.36336882,1
2019-12-31 12:00:00,131.65,131.86,131.39,131.71,20.38641548,8
2019-12-31 14:00:00,133.03,133.03,133.03,133.03,0.0462963,1
2019-12-31 15:00:00,129.91,130.53,129.91,129.91,33.07473282,23
2019-12-31 16:00:00,130.07,130.09,130.07,130.09,1.82384354,2
2019-12-31 17:00:00,129.08,129.22,129.08,129.22,3.1244316,2
2019-12-31 20:00:00,128.66,128.66,128.66,128.66,0.42808373,1
2020-01-01 04:00:00,130.28,130.28,130.28,130.28,2.48815774,1
2020-01-01 11:00:00,130.87,131.15,130.87,131.15,1.4058663,2
2020-01-01 22:00:00,130.59,130.59,130.59,130.59,1.86195251,1
2020-01-02 00:00:00,130.5,130.5,130.5,130.5,0.25287,1
2020-01-02 01:00:00,130.4,130.4,130.3,130.3,2.82018574,3
2020-01-02 02:00:00,129.69,129.69,129.63,129.63,9.79051139,3
2020-01-02 08:00:00,129.95,130.07,129.9,129.9,11.94998269,5
2020-01-02 09:00:00,129.85,129.85,129.74,129.74,17.4946844,4
2020-01-02 10:00:00,129.85,129.85,129.85,129.85,2.7562856,5
2020-01-02 14:00:00,129.64,129.79,129.64,129.79,0.13596025,2
2020-01-02 16:00:00,127.48,127.77,127.48,127.77,2.1690553,2
2020-01-02 17:00:00,126.7,127.67,126.69,127.67,224.99902598,14
2020-01-02 20:00:00,127.45,127.46,127.0,127.46,22.43807635,10
2020-01-02 21:00:00,127.37,127.46,127.37,127.46,14.78418946,4
2020-01-02 23:00:00,127.24,127.24,127.24,127.24,1.98621397,1
2020-01-03 01:00:00,126.38,126.38,126.38,126.38,1.01523383,1
2020-01-03 03:00:00,126.78,126.78,126.78,126.78,2.34653824,3
2020-01-03 04:00:00,127.07,128.99,127.07,128.99,8.12833842,9
2020-01-03 05:00:00,129.23,129.23,129.23,129.23,0.02323889,1
2020-01-03 08:00:00,129.2,132.89,129.08,131.87,31.71259473,13
2020-01-03 09:00:00,132.12,132.14,131.96,131.96,29.3306176,6
2020-01-03 10:00:00,132.37,132.37,132.37,132.37,0.10083269,1
2020-01-03 11:00:00,132.75,132.75,132.54,132.54,2.76001814,2
2020-01-03 12:00:00,132.66,132.66,132.66,132.66,1.82468922,1
2020-01-03 13:00:00,132.68,132.99,132.31,132.99,9.26288226,6
2020-01-03 15:00:00,131.76,131.76,131.75,131.75,6.161,3
2020-01-03 16:00:00,133.46,133.46,133.46,133.46,0.67164806,2
2020-01-03 17:00:00,133.93,133.93,133.93,133.93,28.442,1
2020-01-03 19:00:00,132.78,133.34,132.78,133.23,2.9869998,25
2020-01-03 20:00:00,133.55,133.55,133.55,133.55,0.1153061,1
2020-01-03 21:00:00,133.85,133.85,132.72,132.72,1.21190523,2
2020-01-03 22:00:00,132.85,132.85,132.85,132.85,0.60189936,2
2020-01-03 23:00:00,134.25,134.4,133.86,133.86,12.01954526,7
2020-01-04 00:00:00,134.12,134.19,134.12,134.19,8.76081413,3
2020-01-04 07:00:00,133.82,133.82,133.82,133.82,0.42294992,1
2020-01-04 12:00:00,133.52,133.52,133.52,133.52,0.88794625,1
2020-01-04 13:00:00,132.95,132.95,132.95,132.95,1.46383688,1
2020-01-04 15:00:00,133.47,133.47,133.47,133.47,0.50892321,1
2020-01-04 16:00:00,133.19,133.19,133.19,133.19,0.13087769,1
2020-01-04 17:00:00,133.77,133.77,133.77,133.77,0.39082172,1
2020-01-04 18:00:00,134.8,135.24,133.22,133.22,31.62656191,7
2020-01-04 20:00:00,133.84,133.84,133.84,133.84,0.05746622,1
2020-01-04 23:00:00,134.5,134.5,134.5,134.5,0.25638498,1
2020-01-05 04:00:00,136.16,136.16,136.16,136.16,1.41623528,1
2020-01-05 05:00:00,136.21,136.21,136.04,136.04,35.5920596,10
2020-01-05 06:00:00,136.61,136.61,136.61,136.61,1.62418976,1
2020-01-05 07:00:00,136.31,136.31,136.31,136.31,1.00790969,1
2020-01-05 08:00:00,135.84,135.84,135.31,135.31,1.04028202,2
2020-01-05 09:00:00,135.49,135.49,135.38,135.38,2.0541754,3
2020-01-05 11:00:00,135.1,135.11,135.1,135.11,8.40876458,5
2020-01-05 13:00:00,135.66,135.66,135.66,135.66,5.35353,3
2020-01-05 14:00:00,135.53,135.53,135.53,135.53,10.0,1
2020-01-05 15:00:00,137.79,137.91,137.77,137.77,18.23159362,5
2020-01-05 16:00:00,137.85,137.85,137.84,137.84,1.96281085,2
2020-01-05 18:00:00,137.66,137.66,137.66,137.66,0.09,1
2020-01-05 20:00:00,137.58,137.58,137.58,137.58,0.037,1
2020-01-05 21:00:00,137.21,137.47,116.77,135.67,314.67915994,56
2020-01-05 22:00:00,135.56,135.56,135.56,135.56,2.3,3
2020-01-05 23:00:00,134.23,135.24,134.23,135.24,1.04,2
2020-01-06 00:00:00,135.02,135.02,135.02,135.02,1.09,2
2020-01-06 01:00:00,135.86,136.92,135.75,136.92,7.3774367,17
2020-01-06 02:00:00,138.41,138.41,138.41,138.41,1.59802962,1
2020-01-06 04:00:00,139.3,139.3,139.3,139.3,5.0,7
2020-01-06 06:00:00,139.34,139.42,139.34,139.42,9.67577453,3
2020-01-06 07:00:00,139.28,139.35,139.28,139.35,15.63,3
2020-01-06 08:00:00,139.5,141.27,139.5,141.27,232.25702598,8
2020-01-06 09:00:00,140.17,141.81,140.17,141.81,36.98305758,4
2020-01-06 13:00:00,141.73,141.73,141.08,141.08,2.78892662,2
2020-01-06 15:00:00,140.87,140.87,140.71,140.71,1.72,2
2020-01-06 16:00:00,140.69,140.69,140.69,140.69,1.3728,3
2020-01-06 17:00:00,141.69,141.7,141.69,141.7,7.10467704,2
2020-01-06 19:00:00,141.38,141.47,141.2,141.2,39.42357884,14
2020-01-06 20:00:00,141.86,141.86,141.65,141.65,18.04184158,11
2020-01-06 22:00:00,142.8,143.38,142.54,142.98,17.35817746,12
2020-01-06 23:00:00,143.45,144.39,143.45,144.39,4.28884247,5
2020-01-07 00:00:00,144.86,144.87,144.86,144.87,0.29442465,2
2020-01-07 07:00:00,143.15,143.15,142.7,142.98,15.18947473,9
2020-01-07 08:00:00,143.22,143.22,143.22,143.22,1.53964673,1
2020-01-07 09:00:00,142.98,142.98,142.98,142.98,0.38579506,2
2020-01-07 10:00:00,142.87,143.11,142.77,143.11,17.57513037,23
2020-01-07 11:00:00,143.13,143.77,143.13,143.77,6.57671835,11
2020-01-07 12:00:00,142.01,142.01,141.53,141.53,14.06719787,10
2020-01-07 13:00:00,141.08,141.08,140.5,140.84,14.09003222,18
2020-01-07 14:00:00,140.77,141.54,140.77,141.34,284.48495437,10
2020-01-07 15:00:00,140.23,140.61,139.17,139.17,26.495667,10
2020-01-07 16:00:00,140.63,141.29,140.63,141.29,0.10065192,2
2020-01-07 17:00:00,141.4,142.53,141.4,142.5,14.99912033,8
2020-01-07 18:00:00,142.97,142.97,142.76,142.76,2.71172211,3
2020-01-07 19:00:00,142.9,143.79,142.9,143.79,8.22767592,8
2020-01-07 21:00:00,142.91,142.96,142.62,142.96,1.62294751,8
2020-01-07 22:00:00,141.94,141.94,141.94,141.94,0.05273594,1
2020-01-07 23:00:00,142.46,143.39,142.46,143.39,10.35096236,7
2020-01-08 00:00:00,144.33,147.0,144.33,147.0,4.92332888,5
2020-01-08 01:00:00,146.5,146.78,146.5,146.78,60.79250743,27
2020-01-08 07:00:00,143.02,143.37,143.0,143.0,56.10910202,8
2020-01-08 08:00:00,143.54,143.54,143.54,143.54,2.22303,3
2020-01-08 10:00:00,143.27,143.99,143.27,143.99,3.09484763,3
2020-01-08 11:00:00,143.77,143.77,143.77,143.77,6.94596078,7
2020-01-08 12:00:00,143.5,143.5,142.41,142.41,40.51828761,11
2020-01-08 14:00:00,141.9,141.9,141.9,141.9,0.49964136,3
2020-01-08 20:00:00,137.07,137.07,135.01,135.01,5.0,4
2020-01-08 22:00:00,138.61,138.61,135.02,135.02,6.0,3
2020-01-09 01:00:00,141.42,141.42,141.42,141.42,0.09827713,1
2020-01-09 05:00:00,139.82,139.82,139.82,139.82,0.81,1
2020-01-09 06:00:00,139.72,139.82,139.72,139.82,1.68,4
2020-01-09 07:00:00,139.44,139.44,139.44,139.44,0.53089,3
2020-01-09 08:00:00,139.11,139.11,139.11,139.11,1.75,2
2020-01-09 09:00:00,138.8,138.8,138.69,138.69,0.91,2
2020-01-09 10:00:00,138.3,139.12,138.01,139.12,9.23528025,11
2020-01-09 11:00:00,138.73,138.73,138.06,138.06,1.69,2
2020-01-09 13:00:00,138.74,138.77,138.74,138.77,2.42,3
2020-01-09 14:00:00,138.3,138.3,138.19,138.19,2.15685462,2
2020-01-09 15:00:00,138.4,138.4,138.4,138.4,0.03616248,1
2020-01-09 18:00:00,136.1,136.33,136.1,136.33,25.75019682,7
2020-01-09 20:00:00,138.05,138.05,138.05,138.05,7.25837828,7
2020-01-09 22:00:00,137.06,137.06,137.06,137.06,1.5260695,1
2020-01-09 23:00:00,137.52,137.52,137.52,137.52,7.28621831,22
2020-01-10 00:00:00,138.04,138.16,137.25,137.25,1.99406732,4
2020-01-10 01:00:00,137.6,137.61,137.6,137.61,2.4,2
2020-01-10 02:00:00,137.0,137.0,137.0,137.0,3.31255526,1
2020-01-10 03:00:00,136.91,136.92,136.91,136.92,4.3,2
2020-01-10 09:00:00,136.22,136.22,136.22,136.22,0.13362971,1
2020-01-10 10:00:00,135.57,136.04,135.57,136.04,2.71098791,3
2020-01-10 11:00:00,138.13,138.7,138.11,138.49,20.45048347,10
2020-01-10 12:00:00,138.71,139.61,138.22,139.5,3.15743589,15
2020-01-10 13:00:00,139.9,140.25,137.56,137.56,60.1,17
2020-01-10 14:00:00,139.01,140.0,139.01,140.0,13.73055316,10
2020-01-10 15:00:00,140.27,143.62,140.27,142.31,12.82620934,8
2020-01-10 16:00:00,142.57,143.43,142.09,142.09,7.89687184,7
2020-01-10 17:00:00,140.87,141.27,140.87,141.27,4.21889057,3
2020-01-10 18:00:00,142.88,143.62,142.68,142.68,6.47194641,9
2020-01-10 19:00:00,144.58,144.58,144.58,144.58,0.321678,1
2020-01-10 21:00:00,143.63,144.5,143.63,144.5,4.6129516,2
2020-01-10 22:00:00,142.33,143.84,142.33,143.84,1.51889854,2
2020-01-11 00:00:00,144.41,144.41,144.1,144.11,3.28015996,3
2020-01-11 01:00:00,143.83,144.11,143.83,144.11,3.30628286,2
2020-01-11 02:00:00,143.84,143.84,143.84,143.84,1.0,1
2020-01-11 04:00:00,143.28,143.28,143.28,143.28,0.2106956,1
2020-01-11 06:00:00,142.42,142.42,142.42,142.42,1.67,1
2020-01-11 08:00:00,142.71,142.71,142.71,142.71,1.24,1
2020-01-11 10:00:00,143.54,143.93,143.54,143.93,10.0,3
2020-01-11 15:00:00,142.58,142.58,142.58,142.58,0.157,1
2020-01-11 16:00:00,146.5,146.5,146.5,146.5,1.99969272,2
2020-01-11 17:00:00,146.5,146.5,146.5,146.5,0.00030728,1
2020-01-11 18:00:00,146.74,146.74,146.74,146.74,0.22602877,1
2020-01-11 20:00:00,145.68,145.68,145.68,145.68,0.11604095,1
2020-01-11 21:00:00,146.4,146.51,145.45,145.45,5.00705249,5
2020-01-11 22:00:00,142.46,143.91,142.46,143.01,21.50355267,8
2020-01-12 00:00:00,142.29,143.29,142.29,143.29,9.22862203,2
2020-01-12 01:00:00,143.17,143.17,143.17,143.17,8.7873167,2
2020-01-12 02:00:00,143.69,144.13,143.69,144.13,1.221307,2
2020-01-12 03:00:00,144.33,144.33,144.33,144.33,0.35,1
2020-01-12 06:00:00,145.46,145.67,144.98,144.98,2.94480031,4
2020-01-12 09:00:00,144.75,144.9,144.75,144.9,5.11389827,3
2020-01-12 10:00:00,144.01,144.12,144.01,144.12,11.8,3
2020-01-12 11:00:00,143.52,143.52,143.52,143.52,1.49,3
2020-01-12 12:00:00,143.26,143.78,143.26,143.65,4.27911182,6
2020-01-12 13:00:00,144.78,144.78,144.78,144.78,0.69,1
2020-01-12 15:00:00,145.13,145.14,145.13,145.14,6.56,2
2020-01-12 16:00:00,144.25,144.25,144.25,144.25,0.77,2
2020-01-12 17:00:00,144.86,144.86,144.86,144.86,0.66,1
2020-01-12 23:00:00,144.64,144.64,144.63,144.63,4.0,2
2020-01-13 00:00:00,146.21,146.21,146.18,146.18,13.70594872,2
2020-01-13 01:00:00,145.17,145.17,145.17,145.17,0.75515128,1
2020-01-13 02:00:00,144.87,144.87,142.97,142.98,3.82964188,3
2020-01-13 03:00:00,143.44,143.44,143.44,143.44,6.2,5
2020-01-13 04:00:00,143.13,143.13,142.75,142.75,8.23326,4
2020-01-13 05:00:00,143.35,143.35,143.35,143.35,4.57009365,5
2020-01-13 06:00:00,143.35,143.35,143.35,143.35,0.16990635,1
2020-01-13 09:00:00,143.24,143.25,143.13,143.13,3.3526742,3
2020-01-13 11:00:00,143.17,143.17,142.77,142.77,1.6795622,4
2020-01-13 12:00:00,142.67,142.67,142.66,142.66,0.98980271,4
2020-01-13 16:00:00,142.92,142.92,142.92,142.92,1.82390318,1
2020-01-13 17:00:00,143.08,143.08,141.94,141.94,10.85737,6
2020-01-14 00:00:00,144.54,145.52,144.54,145.51,9.07,6
2020-01-14 01:00:00,145.48,146.0,145.48,146.0,2.34171651,3
2020-01-14 04:00:00,150.0,150.47,150.0,150.47,11.0,12
2020-01-14 06:00:00,149.03,149.03,149.03,149.03,0.9,1
2020-01-14 09:00:00,151.16,151.66,151.16,151.16,7.82570203,9
2020-01-14 10:00:00,150.33,154.86,149.98,149.98,11.15249831,7
2020-01-14 12:00:00,152.0,152.98,151.16,151.16,25.51904478,16
2020-01-14 13:00:00,151.76,153.0,151.23,153.0,13.66600378,5
2020-01-14 14:00:00,153.88,156.89,153.88,155.74,12.47416787,8
2020-01-14 15:00:00,156.37,159.43,156.37,158.36,3.96123797,5
2020-01-14 16:00:00,155.71,155.71,154.16,154.16,9.327737,13
2020-01-14 17:00:00,160.55,161.41,159.5,160.31,28.447682,22
2020-01-14 18:00:00,165.38,169.19,162.86,162.86,42.81871481,32
2020-01-14 19:00:00,164.82,164.82,164.82,164.82,0.182682,1
2020-01-14 20:00:00,165.72,165.84,161.11,163.82,20.70254,9
2020-01-14 21:00:00,161.77,164.79,135.0,163.93,128.01268518,48
2020-01-14 22:00:00,164.31,164.87,163.19,163.19,38.49427728,20
2020-01-14 23:00:00,167.61,167.61,166.22,166.22,1.53260178,2
2020-01-15 00:00:00,164.0,171.5,164.0,171.43,16.01415261,15
2020-01-15 01:00:00,166.57,166.57,166.57,166.57,1.04623895,1
2020-01-15 02:00:00,166.67,166.67,166.67,166.67,4.44647,3
2020-01-15 03:00:00,166.02,166.02,163.53,163.53,1.64051508,2
2020-01-15 04:00:00,162.29,162.5,161.11,161.55,9.02717725,6
2020-01-15 06:00:00,161.58,161.59,161.58,161.59,27.52062723,10
2020-01-15 07:00:00,162.87,162.87,161.29,161.29,2.93565352,3
2020-01-15 08:00:00,161.75,161.75,161.75,161.75,1.1,2
2020-01-15 09:00:00,162.4,163.46,162.4,163.46,4.15812694,5
2020-01-15 10:00:00,165.19,166.32,165.0,166.32,35.10674508,16
2020-01-15 11:00:00,166.34,166.34,166.34,166.34,76.11997427,23
2020-01-15 12:00:00,166.09,166.09,166.09,166.09,1.56,3
2020-01-15 14:00:00,166.62,166.62,165.2,165.21,34.82596424,12
2020-01-15 15:00:00,165.0,165.0,165.0,165.0,0.03030303,1
2020-01-15 16:00:00,161.92,162.37,161.89,162.37,1.24546542,4
2020-01-15 17:00:00,163.85,164.95,163.85,164.95,9.7150533,2
2020-01-15 19:00:00,164.05,164.05,164.05,164.05,0.5694909,3
2020-01-15 20:00:00,164.54,164.95,164.54,164.95,1.573578,2
2020-01-15 21:00:00,164.71,164.71,164.71,164.71,3.39278,1
2020-01-15 22:00:00,165.56,165.61,165.56,165.61,0.17,2
2020-01-15 23:00:00,165.82,166.61,165.33,165.41,3.96,7
2020-01-16 00:00:00,164.79,164.79,163.24,163.24,3.75253308,5
2020-01-16 01:00:00,161.5,161.5,155.65,159.67,13.45276211,21
2020-01-16 02:00:00,161.56,161.62,161.0,161.0,43.19712896,9
2020-01-16 05:00:00,161.13,161.13,161.13,161.13,1.53,1
2020-01-16 06:00:00,162.0,162.0,161.99,161.99,1.68148,3
2020-01-16 07:00:00,161.13,161.13,161.13,161.13,1.44,1
2020-01-16 08:00:00,161.1,161.1,161.1,161.1,1.53434504,1
2020-01-16 09:00:00,160.48,160.74,160.48,160.74,2.14,2
2020-01-16 10:00:00,160.98,160.98,160.98,160.98,1.38,1
2020-01-16 11:00:00,163.76,164.21,163.74,164.21,5.5400127,4
